Source.Name,Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Game Length,Ejected,Sabotages Fixed,Time To Completed All Tasks,Rank Change,Region/Game Code,,,,,
User18,12/18/2020 at 1:02:26 pm EST,Crewmate,Loss,2,No,No,13m 21s,Yes,1,-,---,NA / DYSEIF,,,,,
User18,12/18/2020 at 12:48:45 pm EST,Crewmate,Win,4,No,Yes,07m 19s,No,0,-,++,NA / DYSEIF,,,,,
User18,12/17/2020 at 3:47:49 pm EST,Crewmate,Loss,6,No,Yes,09m 00s,No,0,-,---,Europe / ZQKMJF,,,,,
User18,12/17/2020 at 3:36:25 pm EST,Crewmate,Loss,8,Yes,No,08m 50s,No,0,08m 38s,--,Europe / ZQKMJF,,,,,
User18,12/17/2020 at 2:58:15 pm EST,Crewmate,Win,7,No,Yes,14m 19s,No,0,-,++,Europe / ZQKMJF,,,,,
User18,12/16/2020 at 6:37:46 pm EST,Crewmate,Loss,2,No,Yes,02m 55s,No,0,-,N/A,Europe / OOELCF,,,,,
User18,12/16/2020 at 6:33:57 pm EST,Crewmate,Win,5,No,Yes,07m 48s,No,2,-,++,Europe / OOELCF,,,,,
User18,12/16/2020 at 6:25:39 pm EST,Crewmate,Win,3,No,Yes,03m 58s,No,0,-,N/A,Europe / OOELCF,,,,,
User18,12/16/2020 at 6:21:18 pm EST,Crewmate,Win,6,Yes,No,06m 20s,No,0,04m 50s,++,Europe / OOELCF,,,,,
User18,12/16/2020 at 6:14:32 pm EST,Crewmate,Loss,3,No,No,05m 52s,Yes,0,-,---,Europe / OOELCF,,,,,
User18,12/16/2020 at 6:07:27 pm EST,Crewmate,Win,7,Yes,No,11m 04s,No,1,09m 17s,++,Europe / OOELCF,,,,,
User18,12/16/2020 at 5:53:08 pm EST,Crewmate,Win,4,No,No,07m 41s,No,2,-,++,Europe / OOELCF,,,,,
User18,12/16/2020 at 5:44:24 pm EST,Crewmate,Win,5,Yes,No,07m 56s,No,2,05m 21s,++,Europe / OOELCF,,,,,
User18,12/16/2020 at 5:36:14 pm EST,Crewmate,Win,0,No,No,01m 14s,No,0,-,N/A,Europe / OOELCF,,,,,
User18,12/16/2020 at 5:34:40 pm EST,Crewmate,Win,1,No,No,01m 34s,No,1,-,N/A,Europe / OOELCF,,,,,
User18,12/16/2020 at 3:49:43 pm EST,Crewmate,Win,1,No,Yes,01m 55s,No,0,-,N/A,Europe / HYPQQQ,,,,,
User18,12/16/2020 at 3:42:29 pm EST,Crewmate,Loss,4,No,Yes,05m 05s,No,2,-,---,Europe / HYPQQQ,,,,,
User18,12/16/2020 at 3:36:35 pm EST,Crewmate,Loss,3,No,Yes,04m 30s,No,1,-,N/A,Europe / HYPQQQ,,,,,
User18,12/16/2020 at 3:02:46 pm EST,Crewmate,Win,3,No,No,04m 40s,No,0,-,N/A,Europe / LZHLMF,,,,,
User18,12/16/2020 at 2:55:26 pm EST,Crewmate,Loss,3,No,No,02m 22s,No,0,-,N/A,Europe / LZHLMF,,,,,
User18,12/16/2020 at 2:49:52 pm EST,Crewmate,Win,7,Yes,Yes,09m 26s,No,0,08m 42s,++,Europe / LZHLMF,,,,,
User18,12/16/2020 at 2:22:08 pm EST,Crewmate,Loss,4,No,Yes,09m 10s,No,0,-,---,Europe / LZHLMF,,,,,
User18,12/16/2020 at 2:12:08 pm EST,Crewmate,Win,7,Yes,No,13m 25s,No,0,07m 22s,++,Europe / LZHLMF,,,,,
User18,12/16/2020 at 1:53:35 pm EST,Crewmate,Win,5,No,No,07m 40s,No,1,-,++,NA / NQWMJF,,,,,
User18,12/15/2020 at 6:37:24 pm EST,Crewmate,Loss,7,No,No,10m 19s,No,0,-,---,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 6:22:22 pm EST,Crewmate,Win,5,No,Yes,16m 58s,No,1,-,++,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 5:51:04 pm EST,Crewmate,Win,8,Yes,Yes,16m 25s,No,0,11m 19s,++,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 5:32:20 pm EST,Crewmate,Win,1,No,Yes,12m 16s,No,0,-,++,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 5:19:15 pm EST,Crewmate,Win,8,Yes,No,16m 09s,No,0,13m 03s,++,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 5:01:46 pm EST,Crewmate,Loss,8,Yes,Yes,12m 47s,No,0,05m 45s,--,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 4:45:10 pm EST,Crewmate,Loss,8,Yes,No,14m 46s,No,0,10m 39s,--,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 4:28:58 pm EST,Crewmate,Win,1,No,Yes,11m 14s,No,0,-,++,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 4:15:32 pm EST,Crewmate,Loss,7,No,No,12m 54s,No,0,-,---,Europe / WXCBQQ,,,,,
User18,12/15/2020 at 3:44:44 pm EST,Crewmate,Loss,7,Yes,Yes,18m 42s,No,0,17m 48s,--,Europe / FJDEGF,,,,,
User18,12/15/2020 at 3:24:20 pm EST,Crewmate,Win,7,Yes,Yes,17m 56s,No,0,12m 32s,++,Europe / FJDEGF,,,,,
User18,12/15/2020 at 3:04:06 pm EST,Crewmate,Win,6,No,No,09m 35s,No,1,-,++,Europe / FJDEGF,,,,,
User18,12/15/2020 at 2:53:28 pm EST,Crewmate,Win,7,Yes,Yes,13m 03s,No,0,08m 01s,++,Europe / FJDEGF,,,,,
User18,12/15/2020 at 2:39:03 pm EST,Crewmate,Win,5,No,Yes,08m 39s,No,0,-,++,Europe / FJDEGF,,,,,
User18,12/15/2020 at 2:29:46 pm EST,Crewmate,Win,5,No,No,07m 44s,No,0,-,++,Europe / FJDEGF,,,,,
User18,12/13/2020 at 1:01:32 pm EST,Crewmate,Win,8,Yes,No,13m 25s,No,0,09m 49s,++,Europe / IWNVWQ,,,,,
User18,12/13/2020 at 12:46:55 pm EST,Crewmate,Win,7,No,No,11m 41s,No,0,-,++,Europe / IWNVWQ,,,,,
User18,12/13/2020 at 12:09:44 pm EST,Crewmate,Win,8,Yes,Yes,15m 23s,No,0,09m 14s,++,Europe / IWNVWQ,,,,,
User18,12/13/2020 at 11:53:22 am EST,Crewmate,Loss,0,No,Yes,00m 39s,No,0,-,N/A,Europe / IWNVWQ,,,,,
User18,12/12/2020 at 7:03:32 pm EST,Crewmate,Loss,5,No,Yes,09m 49s,No,0,-,---,Europe / PBLKRQ,,,,,
User18,12/12/2020 at 6:51:53 pm EST,Crewmate,Win,7,Yes,No,15m 05s,No,1,10m 58s,++,Europe / PBLKRQ,,,,,
User18,12/12/2020 at 6:33:21 pm EST,Crewmate,Loss,7,Yes,No,11m 07s,No,0,06m 34s,--,Europe / PBLKRQ,,,,,
User18,12/12/2020 at 6:09:09 pm EST,Crewmate,Win,2,No,No,03m 02s,No,0,-,N/A,Europe / PBLKRQ,,,,,
User18,12/12/2020 at 6:01:04 pm EST,Crewmate,Win,4,No,No,15m 24s,No,0,-,++,Europe / PBLKRQ,,,,,
User19,12/24/2020 at 3:43:29 pm EST,Crewmate,Win,7,No,Yes,14m 40s,No,1,-,++,NA / ODOLGF,,,,,
User19,12/24/2020 at 3:26:54 pm EST,Crewmate,Win,5,No,No,04m 40s,No,0,-,N/A,NA / ODOLGF,,,,,
User19,12/24/2020 at 3:19:01 pm EST,Crewmate,Win,8,Yes,Yes,15m 54s,No,0,10m 28s,++,NA / ODOLGF,,,,,
User19,12/24/2020 at 3:02:52 pm EST,Crewmate,Win,8,Yes,Yes,20m 27s,No,0,14m 51s,++,NA / ODOLGF,,,,,
User19,12/24/2020 at 2:36:59 pm EST,Crewmate,Win,7,Yes,Yes,12m 28s,No,1,08m 21s,++,NA / SGHWCF,,,,,
User19,12/24/2020 at 2:21:01 pm EST,Crewmate,Win,6,Yes,Yes,11m 04s,No,0,07m 00s,++,NA / RBAUGF,,,,,
User19,12/23/2020 at 10:23:38 pm EST,Crewmate,Loss,5,No,No,13m 39s,No,2,-,---,NA / ZAJRIF,,,,,
User19,12/23/2020 at 10:23:38 pm EST,Crewmate,Loss,5,No,No,13m 40s,No,2,-,---,NA / ZAJRIF,,,,,
User19,12/23/2020 at 10:08:16 pm EST,Crewmate,Loss,8,Yes,Yes,13m 01s,No,0,04m 44s,--,NA / ZAJRIF,,,,,
User19,12/23/2020 at 10:08:16 pm EST,Crewmate,Loss,8,Yes,Yes,13m 01s,No,0,04m 44s,--,NA / ZAJRIF,,,,,
User19,12/23/2020 at 9:40:12 pm EST,Crewmate,Win,7,Yes,Yes,06m 34s,No,0,06m 33s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 9:40:11 pm EST,Crewmate,Win,7,Yes,Yes,06m 34s,No,0,06m 33s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 9:29:52 pm EST,Crewmate,Win,7,Yes,Yes,10m 39s,No,1,05m 44s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 9:29:52 pm EST,Crewmate,Win,7,Yes,Yes,10m 38s,No,1,05m 43s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 9:14:31 pm EST,Crewmate,Loss,7,Yes,No,21m 46s,No,3,04m 12s,--,NA / KYXYVF,,,,,
User19,12/23/2020 at 9:14:31 pm EST,Crewmate,Loss,7,Yes,No,21m 45s,No,3,04m 12s,--,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:35:46 pm EST,Crewmate,Win,6,No,No,08m 00s,No,0,-,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:35:46 pm EST,Crewmate,Win,6,No,No,08m 00s,No,0,-,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:25:46 pm EST,Crewmate,Loss,7,Yes,Yes,14m 34s,No,0,04m 36s,--,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:25:46 pm EST,Crewmate,Loss,7,Yes,Yes,14m 34s,No,0,04m 36s,--,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:09:59 pm EST,Crewmate,Loss,5,No,Yes,06m 46s,No,0,-,---,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:09:58 pm EST,Crewmate,Loss,5,No,Yes,06m 45s,No,0,-,---,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:02:07 pm EST,Crewmate,Win,3,No,No,01m 59s,No,0,-,N/A,NA / KYXYVF,,,,,
User19,12/23/2020 at 8:02:07 pm EST,Crewmate,Win,3,No,No,02m 00s,No,0,-,N/A,NA / KYXYVF,,,,,
User19,12/23/2020 at 7:58:40 pm EST,Crewmate,Win,7,Yes,Yes,12m 21s,No,1,07m 41s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 7:58:40 pm EST,Crewmate,Win,7,Yes,Yes,12m 22s,No,1,07m 42s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 7:29:13 pm EST,Crewmate,Win,7,Yes,Yes,15m 43s,No,0,12m 50s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 7:29:13 pm EST,Crewmate,Win,7,Yes,Yes,15m 43s,No,0,12m 50s,++,NA / KYXYVF,,,,,
User19,12/23/2020 at 7:05:46 pm EST,Crewmate,Win,7,Yes,No,08m 49s,No,0,04m 30s,++,NA / KQQBGF,,,,,
User19,12/23/2020 at 6:49:54 pm EST,Crewmate,Win,5,No,No,05m 48s,No,0,-,++,NA / NAURUF,,,,,
User2,12/13/2020 at 1:46:30 am EST,Crewmate,Win,4,No,Yes,07m 29s,No,2,-,++,NA / DBDIJF,,,,,
User2,12/13/2020 at 1:37:06 am EST,Crewmate,Loss,8,Yes,Yes,08m 24s,No,1,05m 54s,--,NA / DBDIJF,,,,,
User2,12/13/2020 at 12:57:45 am EST,Crewmate,Win,5,No,No,09m 25s,No,1,-,++,NA / HZAUGF,,,,,
User2,12/13/2020 at 12:47:41 am EST,Crewmate,Win,9,Yes,Yes,15m 41s,No,0,11m 42s,++,NA / HZAUGF,,,,,
User2,12/12/2020 at 8:45:09 pm EST,Crewmate,Win,7,Yes,No,12m 34s,No,1,11m 07s,++,NA / JDVNCF,,,,,
User2,12/12/2020 at 7:22:17 pm EST,Crewmate,Loss,7,Yes,No,16m 02s,No,1,08m 06s,--,NA / KMHWCF,,,,,
User2,12/12/2020 at 7:04:19 pm EST,Crewmate,Loss,6,No,No,10m 29s,Yes,0,-,---,NA / OTMOHF,,,,,
User2,12/07/2020 at 7:49:19 pm EST,Crewmate,Loss,3,No,No,08m 00s,Yes,0,-,---,NA / PJBMVF,,,,,
User2,12/07/2020 at 7:24:21 pm EST,Crewmate,Loss,7,Yes,No,11m 07s,No,0,07m 34s,--,NA / XXHOVF,,,,,
User2,12/07/2020 at 5:57:28 pm EST,Crewmate,Loss,2,No,No,05m 02s,No,1,-,---,NA / PAJDHF,,,,,
User2,12/07/2020 at 5:52:10 pm EST,Crewmate,Win,5,No,Yes,05m 19s,No,0,-,++,NA / PAJDHF,,,,,
User2,12/06/2020 at 9:34:17 pm EST,Crewmate,Win,4,No,No,12m 28s,No,1,-,++,NA / ZQVGNF,,,,,
User2,12/06/2020 at 8:16:04 pm EST,Crewmate,Win,7,Yes,No,14m 51s,No,1,08m 55s,++,NA / UFWSBF,,,,,
User2,12/06/2020 at 4:28:12 pm EST,Crewmate,Win,8,Yes,Yes,13m 40s,No,1,08m 00s,++,NA / YNVBHF,,,,,
User2,12/06/2020 at 2:37:10 pm EST,Crewmate,Win,7,Yes,No,14m 32s,No,2,09m 18s,++,NA / RZCSIF,,,,,
User2,12/05/2020 at 8:44:11 pm EST,Crewmate,Loss,6,No,No,07m 10s,No,1,-,---,NA / JRPINF,,,,,
User2,12/05/2020 at 8:22:46 pm EST,Crewmate,Loss,9,Yes,Yes,13m 02s,No,1,09m 15s,--,NA / DJWFUF,,,,,
User2,12/05/2020 at 8:08:25 pm EST,Crewmate,Win,9,Yes,Yes,13m 20s,No,0,07m 45s,++,NA / DJWFUF,,,,,
User2,12/05/2020 at 7:53:56 pm EST,Crewmate,Win,9,Yes,No,14m 26s,No,0,11m 27s,++,NA / DJWFUF,,,,,
User2,12/05/2020 at 7:37:20 pm EST,Crewmate,Loss,3,No,Yes,07m 44s,No,0,-,---,NA / DJWFUF,,,,,
User2,12/05/2020 at 7:25:45 pm EST,Crewmate,Loss,9,Yes,Yes,16m 50s,No,0,08m 33s,--,NA / DJWFUF,,,,,
User2,12/05/2020 at 6:46:12 pm EST,Crewmate,Loss,2,No,No,06m 18s,No,0,-,---,NA / LGIZNF,,,,,
User2,12/05/2020 at 6:38:30 pm EST,Crewmate,Loss,7,Yes,Yes,08m 47s,No,0,05m 56s,--,NA / LGIZNF,,,,,
User2,12/05/2020 at 4:40:06 am EST,Crewmate,Win,6,No,No,08m 00s,No,2,-,++,NA / UMOJNF,,,,,
User2,12/05/2020 at 4:31:02 am EST,Crewmate,Win,8,Yes,No,16m 05s,No,0,07m 23s,++,NA / UMOJNF,,,,,
User2,12/05/2020 at 4:12:06 am EST,Crewmate,Win,7,No,No,10m 31s,No,0,-,++,NA / UMOJNF,,,,,
User2,12/05/2020 at 4:00:37 am EST,Crewmate,Loss,8,Yes,Yes,16m 53s,No,0,06m 53s,--,NA / UMOJNF,,,,,
User2,12/05/2020 at 3:36:37 am EST,Crewmate,Loss,7,Yes,No,13m 03s,No,0,06m 48s,--,NA / TFJLKF,,,,,
User2,12/05/2020 at 3:22:03 am EST,Crewmate,Win,7,Yes,Yes,14m 03s,No,0,11m 44s,++,NA / TFJLKF,,,,,
User2,12/05/2020 at 3:04:36 am EST,Crewmate,Win,7,Yes,No,19m 17s,No,2,04m 44s,++,NA / TFJLKF,,,,,
User2,12/04/2020 at 9:05:41 pm EST,Crewmate,Loss,5,No,Yes,08m 30s,No,0,-,---,NA / TQISBF,,,,,
User2,12/04/2020 at 8:52:25 pm EST,Crewmate,Win,7,No,No,10m 02s,No,0,-,++,NA / TQISBF,,,,,
User2,12/04/2020 at 8:41:34 pm EST,Crewmate,Win,8,Yes,No,15m 29s,No,1,10m 54s,++,NA / TQISBF,,,,,
User2,12/04/2020 at 8:12:35 pm EST,Crewmate,Win,4,No,No,10m 46s,No,0,-,++,NA / PYKXMF,,,,,
User2,12/04/2020 at 8:00:23 pm EST,Crewmate,Loss,2,No,Yes,11m 28s,No,0,-,---,NA / PYKXMF,,,,,
User2,12/04/2020 at 7:44:11 pm EST,Crewmate,Loss,6,No,No,18m 51s,No,2,-,---,NA / JRBFNF,,,,,
User2,12/04/2020 at 7:22:32 pm EST,Crewmate,Loss,3,No,Yes,05m 50s,No,1,-,---,NA / UDQYIF,,,,,
User2,12/04/2020 at 5:11:45 pm EST,Crewmate,Loss,4,No,Yes,14m 15s,No,0,-,---,NA / PYKXMF,,,,,
User2,12/04/2020 at 4:22:36 pm EST,Crewmate,Win,7,Yes,No,10m 08s,No,0,05m 52s,++,NA / ZPQJJF,,,,,
User2,12/04/2020 at 3:43:11 am EST,Crewmate,Win,6,No,No,08m 21s,No,1,-,++,NA / IFSTGF,,,,,
User2,12/04/2020 at 3:32:49 am EST,Crewmate,Loss,8,Yes,Yes,11m 03s,No,2,08m 34s,--,NA / IFSTGF,,,,,
User2,12/04/2020 at 3:18:16 am EST,Crewmate,Win,7,Yes,Yes,10m 38s,No,0,05m 39s,++,NA / UUHBNF,,,,,
User2,12/04/2020 at 3:04:39 am EST,Crewmate,Loss,6,No,No,09m 13s,No,0,-,---,NA / UUHBNF,,,,,
User2,12/03/2020 at 9:39:34 pm EST,Crewmate,Loss,8,Yes,No,14m 24s,No,2,08m 45s,--,NA / OEZKIF,,,,,
User2,12/03/2020 at 9:24:20 pm EST,Crewmate,Win,7,Yes,No,13m 24s,No,1,08m 11s,++,NA / OEZKIF,,,,,
User2,12/03/2020 at 9:09:45 pm EST,Crewmate,Win,1,No,No,06m 53s,Yes,0,-,++,NA / OEZKIF,,,,,
User2,12/03/2020 at 8:54:06 pm EST,Crewmate,Win,8,Yes,No,26m 40s,No,4,14m 51s,++,NA / OYBICF,,,,,
User2,12/03/2020 at 8:25:53 pm EST,Crewmate,Win,8,Yes,No,18m 25s,Yes,0,12m 23s,++,NA / OYBICF,,,,,
User2,12/03/2020 at 8:06:56 pm EST,Crewmate,Loss,8,Yes,Yes,15m 55s,No,0,12m 19s,--,NA / OYBICF,,,,,
User2,12/03/2020 at 7:48:17 pm EST,Crewmate,Loss,4,No,Yes,09m 18s,No,1,-,---,NA / OYBICF,,,,,
User2,12/03/2020 at 7:31:25 pm EST,Crewmate,Win,5,Yes,Yes,05m 03s,No,0,04m 23s,++,NA / VNPIUF,,,,,
User2,12/03/2020 at 1:07:17 am EST,Crewmate,Win,3,No,Yes,03m 19s,No,0,-,N/A,NA / SRWHUF,,,,,
User2,12/03/2020 at 1:00:27 am EST,Crewmate,Loss,6,No,Yes,06m 05s,No,0,-,---,NA / KDDNNF,,,,,
User2,12/03/2020 at 12:30:26 am EST,Crewmate,Loss,0,No,No,05m 06s,No,0,-,N/A,NA / BMMJHF,,,,,
User2,12/02/2020 at 7:27:59 pm EST,Crewmate,Loss,0,No,No,00m 18s,No,0,-,N/A,NA / UBXJNF,,,,,
User2,12/02/2020 at 7:17:08 pm EST,Crewmate,Win,5,No,No,04m 52s,No,0,-,N/A,NA / UBXJNF,,,,,
User2,12/02/2020 at 1:59:59 am EST,Crewmate,Win,8,Yes,Yes,11m 19s,No,0,05m 39s,++,NA / XTKBJF,,,,,
User2,12/02/2020 at 1:44:17 am EST,Crewmate,Loss,2,No,Yes,05m 00s,No,0,-,---,NA / CIHHNF,,,,,
User2,12/02/2020 at 1:38:30 am EST,Crewmate,Loss,8,Yes,No,11m 19s,No,1,07m 40s,--,NA / CIHHNF,,,,,
User2,12/02/2020 at 1:21:58 am EST,Crewmate,Win,2,No,Yes,05m 59s,No,1,-,++,NA / LPGKOF,,,,,
User2,12/02/2020 at 12:50:54 am EST,Crewmate,Win,1,No,No,04m 28s,No,1,-,N/A,NA / UPSRFF,,,,,
User2,12/02/2020 at 12:45:26 am EST,Crewmate,Loss,7,No,Yes,02m 57s,No,0,-,N/A,NA / TAPDDF,,,,,
User2,12/01/2020 at 10:02:16 pm EST,Crewmate,Loss,4,No,Yes,04m 51s,No,0,-,N/A,NA / DGBXDF,,,,,
User2,12/01/2020 at 8:04:46 pm EST,Crewmate,Loss,4,No,Yes,05m 51s,No,1,-,---,NA / YBWFVF,,,,,
User2,12/01/2020 at 7:51:30 pm EST,Crewmate,Win,8,Yes,No,14m 10s,No,0,11m 16s,++,NA / YBWFVF,,,,,
User2,12/01/2020 at 7:33:10 pm EST,Crewmate,Loss,7,No,Yes,09m 50s,No,3,-,---,NA / GOBKUF,,,,,
User2,11/30/2020 at 8:28:21 pm EST,Crewmate,Loss,9,Yes,Yes,11m 11s,No,0,10m 30s,--,NA / XRNUJF,,,,,
User2,11/30/2020 at 8:16:14 pm EST,Crewmate,Win,9,Yes,No,11m 09s,No,2,04m 20s,++,NA / XRNUJF,,,,,
User2,11/30/2020 at 8:04:06 pm EST,Crewmate,Win,8,No,No,11m 51s,No,1,-,++,NA / XRNUJF,,,,,
User2,11/30/2020 at 7:46:29 pm EST,Crewmate,Loss,6,No,Yes,07m 50s,No,1,-,---,NA / XRNUJF,,,,,
User2,11/30/2020 at 5:00:20 am EST,Crewmate,Loss,7,Yes,Yes,12m 54s,No,2,12m 10s,--,NA / QZNNIF,,,,,
User2,11/30/2020 at 4:45:39 am EST,Crewmate,Win,7,Yes,No,06m 39s,No,2,02m 50s,++,NA / QZNNIF,,,,,
User2,11/30/2020 at 4:31:33 am EST,Crewmate,Loss,7,Yes,Yes,20m 20s,No,2,05m 11s,--,NA / LBVIVF,,,,,
User2,11/30/2020 at 4:08:23 am EST,Crewmate,Loss,2,No,No,04m 30s,No,0,-,N/A,NA / LBVIVF,,,,,
User2,11/30/2020 at 3:55:21 am EST,Crewmate,Loss,4,No,Yes,03m 48s,No,0,-,N/A,NA / EMEYMF,,,,,
User2,11/30/2020 at 3:47:24 am EST,Crewmate,Win,1,No,No,13m 39s,No,2,-,++,NA / DJRQJF,,,,,
User2,11/30/2020 at 3:30:49 am EST,Crewmate,Loss,8,Yes,Yes,12m 37s,No,0,08m 39s,--,NA / DJRQJF,,,,,
User20,12/24/2020 at 11:58:04 am EST,Crewmate,Win,3,No,Yes,03m 02s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:53:47 am EST,Crewmate,Win,2,No,Yes,00m 31s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:52:09 am EST,Crewmate,Loss,5,No,No,07m 55s,No,1,-,---,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:42:51 am EST,Crewmate,Loss,1,No,No,04m 01s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:37:27 am EST,Crewmate,Loss,1,No,Yes,01m 52s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:34:11 am EST,Crewmate,Win,2,No,No,03m 32s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:28:23 am EST,Crewmate,Loss,4,No,Yes,06m 25s,No,0,-,---,NA / CKCUCF,,,,,
User20,12/24/2020 at 11:05:32 am EST,Crewmate,Win,2,No,Yes,01m 57s,No,0,-,N/A,NA / CKCUCF,,,,,
User20,12/23/2020 at 12:48:26 pm EST,Crewmate,Loss,4,No,No,03m 26s,No,0,03m 25s,N/A,NA / HDHFHF,,,,,
User20,12/23/2020 at 12:42:16 pm EST,Crewmate,Loss,3,No,No,04m 28s,Yes,0,-,N/A,NA / HDHFHF,,,,,
User20,12/23/2020 at 12:37:18 pm EST,Crewmate,Loss,4,No,Yes,04m 02s,No,0,01m 51s,N/A,NA / HDHFHF,,,,,
User20,12/20/2020 at 5:26:32 pm EST,Crewmate,Loss,0,No,No,02m 27s,No,0,-,N/A,NA / BNZPBF,,,,,
User20,12/20/2020 at 5:23:06 pm EST,Crewmate,Loss,4,No,Yes,05m 57s,No,0,05m 57s,--,NA / BNZPBF,,,,,
User20,12/20/2020 at 5:10:51 pm EST,Crewmate,Loss,1,No,No,02m 41s,No,0,-,N/A,NA / BNZPBF,,,,,
User20,12/20/2020 at 5:03:37 pm EST,Crewmate,Win,4,No,No,07m 21s,No,0,05m 20s,++,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:55:58 pm EST,Crewmate,Win,2,No,No,04m 42s,No,0,-,N/A,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:50:32 pm EST,Crewmate,Loss,0,No,No,02m 12s,No,1,-,N/A,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:46:26 pm EST,Crewmate,Win,3,No,No,07m 36s,No,1,-,++,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:38:04 pm EST,Crewmate,Win,4,No,No,07m 39s,No,2,07m 39s,++,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:29:27 pm EST,Crewmate,Win,3,No,No,02m 52s,Yes,0,-,N/A,NA / BNZPBF,,,,,
User20,12/20/2020 at 4:22:06 pm EST,Crewmate,Loss,4,No,No,10m 45s,No,1,04m 38s,--,NA / BNZPBF,,,,,
User20,12/18/2020 at 12:35:44 pm EST,Crewmate,Loss,1,No,No,03m 34s,No,0,-,N/A,NA / IZYEDF,,,,,
User20,12/18/2020 at 12:26:31 pm EST,Crewmate,Win,1,No,No,03m 23s,No,0,-,N/A,NA / IZYEDF,,,,,
User20,12/18/2020 at 12:22:22 pm EST,Crewmate,Loss,0,No,No,02m 18s,No,0,-,N/A,NA / IZYEDF,,,,,
User20,12/17/2020 at 9:01:10 pm EST,Crewmate,Loss,2,No,Yes,04m 45s,No,0,-,N/A,NA / PCZXPQ,,,,,
User20,12/17/2020 at 8:41:34 pm EST,Crewmate,Loss,1,No,No,03m 23s,Yes,1,-,N/A,NA / VDTWCF,,,,,
User20,12/17/2020 at 8:34:50 pm EST,Crewmate,Loss,0,No,Yes,00m 35s,No,0,-,N/A,NA / OKPFMF,,,,,
User20,12/17/2020 at 6:56:51 pm EST,Crewmate,Loss,1,No,Yes,03m 26s,No,0,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:42:19 pm EST,Crewmate,Loss,1,No,Yes,00m 46s,No,0,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:39:59 pm EST,Crewmate,Loss,1,No,Yes,03m 00s,No,1,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:30:45 pm EST,Crewmate,Loss,5,Yes,Yes,04m 54s,No,1,04m 43s,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:24:08 pm EST,Crewmate,Win,0,No,Yes,01m 58s,No,0,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:16:45 pm EST,Crewmate,Loss,5,Yes,Yes,08m 14s,No,0,08m 02s,--,NA / KIHBNF,,,,,
User20,12/17/2020 at 6:05:39 pm EST,Crewmate,Win,1,No,No,02m 01s,No,0,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 5:49:11 pm EST,Crewmate,Loss,0,No,No,02m 38s,No,1,-,N/A,NA / KIHBNF,,,,,
User20,12/17/2020 at 2:20:02 pm EST,Crewmate,Loss,3,No,Yes,03m 02s,No,0,-,N/A,NA / XERRWQ,,,,,
User20,12/16/2020 at 11:58:01 am EST,Crewmate,Loss,1,No,Yes,01m 40s,No,0,-,N/A,NA / VNUPXQ,,,,,
User20,12/16/2020 at 11:55:57 am EST,Crewmate,Loss,4,No,Yes,07m 41s,No,2,07m 40s,--,NA / VNUPXQ,,,,,
User20,12/16/2020 at 11:42:56 am EST,Crewmate,Win,4,No,Yes,05m 22s,No,1,02m 30s,++,NA / VNUPXQ,,,,,
